,CostType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State
8,Required annual income before taxes,32857.84376624918,61258.84010491967,75688.34099449485,99298.78090532799,51092.13467964538,60660.24167628537,72260.54546184954,78003.21673920397,51092.13467964538,68314.84010491967,87569.24744473064,100966.29236648358,Indiana
9,Transportation,5304.999999999997,9414.0,12238.999999999998,14456.000000000002,9414.0,12238.999999999998,14456.000000000002,15700.000000000004,9414.0,12238.999999999998,14456.000000000002,15700.000000000004,Indiana
0,Annual taxes,6733.746680614416,14592.86721364079,19495.927080843496,25729.107705411345,11431.168595886225,14009.294329634877,17716.242281168947,19180.036753437016,11431.168595886225,16724.189196307976,22349.280239098873,26129.474008105564,Iowa
1,Child Care,0.0,7988.428660119599,15976.971129976811,23965.198090496015,0.0,7988.428660119599,15976.971129976811,23965.198090496015,0.0,7988.428660119599,15976.971129976811,23965.198090496015,Iowa
2,Civic,2894.0,4646.000000000002,5741.0,7495.999999999999,4646.000000000002,5741.0,7495.999999999999,5958.999999999996,4646.000000000002,5741.0,7495.999999999999,5958.999999999996,Iowa
3,Food,3423.000000000001,5043.999999999998,7577.0,10050.0,6275.000000000001,7809.000000000001,10068.0,12257.000000000002,6275.000000000001,7809.000000000001,10068.0,12257.000000000002,Iowa
4,Housing,7421.009939019228,10674.796901250642,10674.796901250642,14359.213433642122,8416.939729737418,10674.796901250642,10674.796901250642,14359.213433642122,8416.939729737418,10674.796901250642,10674.796901250642,14359.213433642122,Iowa
5,Medical,2766.0,8372.999999999998,8159.999999999998,8470.0,5769.0,8159.999999999998,8470.0,8259.000000000002,5769.0,8159.999999999998,8470.0,8259.000000000002,Iowa
6,Other,4939.0,7365.999999999998,6739.0,9804.0,7365.999999999998,6739.0,9804.0,9484.0,7365.999999999998,6739.0,9804.0,9484.0,Iowa
7,Required annual income after taxes,26871.853092797195,53629.65843362182,67229.83388558785,88723.9479812168,42010.77496729435,51485.14581144233,61092.196756649006,66139.83290824575,42010.77496729435,59473.57447156195,77069.16788662584,90105.03099874176,Iowa
8,Required annual income before taxes,33605.46158073836,68222.84499910481,86725.62852220442,114452.9050100343,53441.858080741295,65494.670931602624,78808.53472860789,85319.61240480829,53441.858080741295,76197.79013640607,99418.78734029534,116234.57292368704,Iowa
9,Transportation,5305.0,9413.999999999998,12238.999999999998,14456.000000000002,9413.999999999998,12238.999999999998,14456.000000000002,15699.999999999993,9413.999999999998,12238.999999999998,14456.000000000002,15699.999999999993,Iowa
0,Annual taxes,6699.95969289958,13388.35656708033,16614.17027901197,21790.67488109223,10529.279568969927,12964.23991420254,15313.37874197777,16568.325023917743,10529.279568969927,14817.479408610383,19020.456448257664,22128.45489471086,Kansas
1,Child Care,0.0,7578.535503464243,15157.369185434858,22735.878408321005,0.0,7578.535503464243,15157.369185434858,22735.878408321005,0.0,7578.535503464243,15157.369185434858,22735.878408321005,Kansas
2,Civic,2894.0,4645.999999999998,5740.999999999999,7496.000000000002,4645.999999999998,5740.999999999999,7496.000000000002,5958.999999999999,4645.999999999998,5740.999999999999,7496.000000000002,5958.999999999999,Kansas
3,Food,3422.999999999999,5044.000000000005,7576.999999999997,10050.0,6275.000000000001,7808.999999999996,10068.0,12256.999999999998,6275.000000000001,7808.999999999996,10068.0,12256.999999999998,Kansas
4,Housing,8117.520298248298,11343.755928706392,11343.755928706392,15111.085315356713,9026.979436528607,11343.755928706392,11343.755928706392,15111.085315356713,9026.979436528607,11343.755928706392,11343.755928706392,15111.085315356713,Kansas
5,Medical,2593.999999999999,9230.000000000002,9017.0,9327.000000000004,6201.999999999998,9017.0,9327.000000000004,9115.999999999998,6201.999999999998,9017.0,9327.000000000004,9115.999999999998,Kansas
6,Other,4939.000000000002,7365.999999999997,6738.999999999998,9803.999999999998,7365.999999999997,6738.999999999998,9803.999999999998,9483.999999999998,7365.999999999997,6738.999999999998,9803.999999999998,9483.999999999998,Kansas
7,Required annual income after taxes,27396.416098939437,54745.81232657508,67935.95668249833,89103.45664198289,43054.27565224793,53011.22513695246,62618.276823110835,67748.58375091503,43054.27565224793,60589.76064041673,77775.64600854563,90484.46215923598,Kansas
8,Required annual income before taxes,34096.318350101305,68134.41959790955,84550.20423812198,110893.84353233587,53583.38865124359,65975.41254004736,77932.16283540163,84316.96315509926,53583.38865124359,75407.18401205252,96796.23787174647,112612.68973460668,Kansas
9,Transportation,5305.000000000001,9414.0,12239.0,14456.000000000002,9414.0,12239.0,14456.000000000002,15700.000000000004,9414.0,12239.0,14456.000000000002,15700.000000000004,Kansas
0,Annual taxes,6094.392611323246,11954.742993943239,15107.820744363746,19980.893471193252,9515.918807883329,11461.249641092922,13598.134862631334,14809.182896786784,9515.918807883329,13311.180289253178,17297.934608216194,20359.15495322794,Kentucky
1,Child Care,0.0,7912.6122626769875,15825.348639167083,23737.96874771458,0.0,7912.6122626769875,15825.348639167083,23737.96874771458,0.0,7912.6122626769875,15825.348639167083,23737.96874771458,Kentucky
2,Civic,2502.9999999999986,4019.0000000000005,4965.0,6482.999999999999,4019.0000000000005,4965.0,6482.999999999999,5153.0,4019.0000000000005,4965.0,6482.999999999999,5153.0,Kentucky
3,Food,3351.000000000001,4937.0,7417.000000000001,9838.0,6143.0,7644.999999999998,9856.000000000002,11998.999999999995,6143.0,7644.999999999998,9856.000000000002,11998.999999999995,Kentucky
4,Housing,7483.836187673272,10517.430759633087,10517.430759633087,14097.101629099061,8387.577888930504,10517.430759633087,10517.430759633087,14097.101629099061,8387.577888930504,10517.430759633087,10517.430759633087,14097.101629099061,Kentucky
5,Medical,2588.0000000000014,7122.999999999999,6910.0,7219.0,5529.0,6910.0,7219.0,7007.999999999997,5529.0,6910.0,7219.0,7007.999999999997,Kentucky
6,Other,4508.000000000004,6722.999999999996,6150.0,8947.999999999998,6722.999999999996,6150.0,8947.999999999998,8655.000000000007,6722.999999999996,6150.0,8947.999999999998,8655.000000000007,Kentucky
7,Required annual income after taxes,26065.49197018822,51130.98088650823,64617.31090838175,85458.8607276539,40699.75928094481,49019.368623831244,58159.35869277597,63339.10162909906,40699.75928094481,56931.98088650824,73984.70733194303,87077.07037681369,Kentucky
8,Required annual income before taxes,32159.90449614499,63085.84022462996,79725.26811123348,105439.64832646695,50215.54873335389,60480.65954644072,71757.57220204285,78148.20780066088,50215.54873335389,70243.2370685968,91282.70238525284,107436.32394715787,Kentucky
9,Transportation,5509.0,9776.000000000007,12709.000000000002,15011.99999999999,9776.000000000007,12709.000000000002,15011.99999999999,16304.000000000002,9776.000000000007,12709.000000000002,15011.99999999999,16304.000000000002,Kentucky
0,Annual taxes,6035.042529885183,13366.83635295897,16498.71505462121,21448.549506590734,10625.439669046873,13069.655397253904,15347.50158189947,16623.172034517665,10625.439669046873,14812.591213398631,18833.21747992357,21851.836761874943,Louisiana
1,Child Care,0.0,6993.803697597121,13986.86454193541,20980.66823953254,0.0,6993.803697597121,13986.86454193541,20980.66823953254,0.0,6993.803697597121,13986.86454193541,20980.66823953254,Louisiana
2,Civic,2502.9999999999995,4018.9999999999995,4965.000000000001,6482.999999999998,4018.9999999999995,4965.000000000001,6482.999999999998,5153.0,4018.9999999999995,4965.000000000001,6482.999999999998,5153.0,Louisiana
3,Food,3351.0,4937.000000000001,7417.000000000002,9838.000000000002,6142.999999999998,7644.999999999995,9856.0,11999.0,6142.999999999998,7644.999999999995,9856.0,11999.0,Louisiana
4,Housing,8870.81201404346,11985.7075654047,11985.7075654047,15504.064308650046,9943.738469705686,11985.7075654047,11985.7075654047,15504.064308650046,9943.738469705686,11985.7075654047,11985.7075654047,15504.064308650046,Louisiana
5,Medical,2721.9999999999995,9078.0,8863.999999999998,9174.000000000002,6353.000000000002,8863.999999999998,9174.000000000002,8963.000000000002,6353.000000000002,8863.999999999998,9174.000000000002,8963.000000000002,Louisiana
6,Other,4508.0,6723.0,6150.000000000001,8947.999999999998,6723.0,6150.000000000001,8947.999999999998,8654.999999999998,6723.0,6150.000000000001,8947.999999999998,8654.999999999998,Louisiana
7,Required annual income after taxes,27586.81201404346,53634.80295604076,66201.49340729516,86063.15935047268,43080.04745479851,52442.31430362327,61581.938146375745,66700.78382725256,43080.04745479851,59436.11800122042,75568.80268831115,87681.45206678509,Louisiana
8,Required annual income before taxes,33621.90894439791,67001.7032622797,82700.08895004536,107511.68609851746,53705.48449397575,65511.748177908856,76929.42035536132,83323.71476219491,53705.48449397575,74248.64250448911,94402.15432021598,109533.37218173614,Louisiana
9,Transportation,5508.999999999999,9776.000000000002,12708.999999999996,15012.000000000002,9776.000000000002,12708.999999999996,15012.000000000002,16303.999999999998,9776.000000000002,12708.999999999996,15012.000000000002,16303.999999999998,Louisiana
0,Annual taxes,7754.440824294673,15366.942877222573,19150.961401207234,25267.687509858584,11932.559447450825,14578.230289471425,17217.972791091743,18635.618110119394,11932.559447450825,16899.987153778275,21861.63152325845,25600.978697651903,Maine
1,Child Care,0.0,8681.907160650002,17363.72123987787,26045.651719102618,0.0,8681.907160650002,17363.72123987787,26045.651719102618,0.0,8681.907160650002,17363.72123987787,26045.651719102618,Maine
2,Civic,3207.0,5149.0,6361.0,8307.000000000002,5149.0,6361.0,8307.000000000002,6603.0,5149.0,6361.0,8307.000000000002,6603.0,Maine
3,Food,3891.0,5733.999999999999,8613.0,11425.000000000002,7133.0,8878.0,11446.0,13934.0,7133.0,8878.0,11446.0,13934.0,Maine
4,Housing,10362.43704328406,14215.76935366739,14215.76935366739,18291.871936811363,11185.633497317684,14215.76935366739,14215.76935366739,18291.871936811363,11185.633497317684,14215.76935366739,14215.76935366739,18291.871936811363,Maine
5,Medical,2603.0,8160.0,7946.999999999999,8256.999999999998,5777.0,7946.999999999999,8256.999999999998,8045.000000000001,5777.0,7946.999999999999,8256.999999999998,8045.000000000001,Maine
6,Other,5274.999999999999,7866.999999999999,7197.0,10471.0,7866.999999999999,7197.0,10471.0,10128.0,7866.999999999999,7197.0,10471.0,10128.0,Maine
7,Required annual income after taxes,29706.10419487588,57461.499880525684,71612.02125939981,94484.43539875527,44766.47047578888,54512.59271987568,64383.44349645872,69685.22730183271,44766.47047578888,63194.499880525684,81747.1647363366,95730.87902093533,Maine
8,Required annual income before taxes,37460.4049773155,72828.50684907973,90762.913835594,119752.23164585627,56698.96308087552,69090.79136192908,81601.44548691637,88320.88285270301,56698.96308087552,80094.50684907973,103608.66599198821,121331.80271511231,Maine
9,Transportation,4244.0,7531.0,9790.999999999998,11565.0,7531.0,9790.999999999998,11565.0,12560.0,7531.0,9790.999999999998,11565.0,12560.0,Maine
0,Annual taxes,7794.92477370025,14757.160515025013,18633.15020647743,25067.573730294956,11366.890949307315,13674.39123933275,15776.408290196161,17479.28423940665,11366.890949307315,16091.382787324017,20908.4284896923,25546.50717486268,Maryland
1,Child Care,0.0,10508.177199243622,21016.87619552058,31524.849782429214,0.0,10508.177199243622,21016.87619552058,31524.849782429214,0.0,10508.177199243622,21016.87619552058,31524.849782429214,Maryland
2,Civic,2503.0,4019.0,4965.000000000001,6483.0,4019.0,4965.000000000001,6483.0,5153.000000000001,4019.0,4965.000000000001,6483.0,5153.000000000001,Maryland
3,Food,3350.9999999999995,4937.0,7416.999999999999,9838.0,6142.999999999999,7645.000000000001,9856.000000000004,11999.000000000004,6142.999999999999,7645.000000000001,9856.000000000004,11999.000000000004,Maryland
4,Housing,15236.391768805444,19653.77505608255,19653.77505608255,25454.606305839297,16607.10659511264,19653.77505608255,19653.77505608255,25454.606305839297,16607.10659511264,19653.77505608255,19653.77505608255,25454.606305839297,Maryland
5,Medical,2657.9999999999995,8418.0,8205.000000000002,8515.0,6028.999999999998,8205.000000000002,8515.0,8304.0,6028.999999999998,8205.000000000002,8515.0,8304.0,Maryland
6,Other,4507.999999999999,6723.0,6150.0,8948.0,6723.0,6150.0,8948.0,8654.999999999998,6723.0,6150.0,8948.0,8654.999999999998,Maryland
7,Required annual income after taxes,33887.80431358547,64157.989955812736,80240.61337080256,105898.84392269322,49420.03849281535,59450.81275656909,68590.79307733254,75992.08061842261,49420.03849281535,69958.9899558127,89607.6692728531,107516.93040085182,Maryland
8,Required annual income before taxes,41682.36690295514,78915.13244958773,98873.41713648908,130966.46646281217,60786.92231003522,73125.60469579857,84367.60469579858,93471.36416571667,60786.92231003522,86050.7478704048,110516.21120883922,133063.68162709064,Maryland
9,Transportation,5509.0,9776.0,12709.000000000002,15012.000000000002,9776.0,12709.000000000002,15012.000000000002,16304.000000000004,9776.0,12709.000000000002,15012.000000000002,16304.000000000004,Maryland
0,Annual taxes,8616.662272589387,17418.408939792673,22523.655109285715,30110.444776649125,12323.378508714013,14932.03243738805,17239.956088063347,18921.515020537172,12323.378508714013,18758.875731276,24893.64495542378,30401.911857305688,Massachusetts
1,Child Care,0.0,16367.386181902139,32734.650680452265,49102.0368623544,0.0,16367.386181902139,32734.650680452265,49102.0368623544,0.0,16367.386181902139,32734.650680452265,49102.0368623544,Massachusetts
2,Civic,3207.0000000000005,5149.000000000001,6361.000000000002,8307.0,5149.000000000001,6361.000000000002,8307.0,6602.999999999999,5149.000000000001,6361.000000000002,8307.0,6602.999999999999,Massachusetts
3,Food,3890.9999999999995,5733.999999999999,8613.0,11425.0,7133.0,8878.0,11446.000000000002,13934.0,7133.0,8878.0,11446.000000000002,13934.0,Massachusetts
4,Housing,17502.063698461207,24048.384228013452,24048.384228013452,30014.508804100387,19439.90928668597,24048.384228013452,24048.384228013452,30014.508804100387,19439.90928668597,24048.384228013452,24048.384228013452,30014.508804100387,Massachusetts
5,Medical,2612.0,7680.0,7467.0,7777.0,5465.000000000001,7467.0,7777.0,7566.000000000001,5465.000000000001,7467.0,7777.0,7566.000000000001,Massachusetts
6,Other,5274.999999999999,7867.0,7196.999999999999,10471.0,7867.0,7196.999999999999,10471.0,10128.0,7867.0,7196.999999999999,10471.0,10128.0,Massachusetts
7,Required annual income after taxes,36853.959783579834,74500.01336699333,96335.69146590921,128783.79559061662,52708.67767525344,63865.62718509121,73736.46730881554,80928.06333910726,52708.67767525344,80233.01336699336,106471.11798926778,130030.10020146164,Massachusetts
8,Required annual income before taxes,45470.89286797689,91918.42230678603,118859.68285272905,158894.09944078856,65032.3439935468,78797.65962247926,90976.62127429865,99849.4628099446,65032.3439935468,98991.7020447226,131364.6807872673,160432.0230914638,Massachusetts
9,Transportation,4244.000000000001,7530.999999999999,9790.999999999998,11565.0,7530.999999999999,9790.999999999998,11565.0,12560.0,7530.999999999999,9790.999999999998,11565.0,12560.0,Massachusetts
0,Annual taxes,6194.113653194854,13370.419839501508,17820.917280780082,24019.53536899573,9564.42299533601,11468.598510899767,13606.372789901809,14720.865301795984,9564.42299533601,14670.755227193473,20010.032004921613,24326.78541611001,Michigan
1,Child Care,0.0,14391.121254763626,28782.166121410035,43173.06960964064,0.0,14391.121254763626,28782.166121410035,43173.06960964064,0.0,14391.121254763626,28782.166121410035,43173.06960964064,Michigan
2,Civic,2894.0,4646.000000000002,5741.000000000001,7496.0,4646.000000000002,5741.000000000001,7496.0,5959.0,4646.000000000002,5741.000000000001,7496.0,5959.0,Michigan
3,Food,3423.000000000002,5043.999999999999,7576.999999999998,10050.000000000002,6275.000000000003,7809.000000000002,10068.000000000002,12257.000000000005,6275.000000000003,7809.000000000002,10068.000000000002,12257.000000000005,Michigan
4,Housing,8664.380658958098,12350.14097748351,12350.14097748351,15997.048950614764,9800.13608596993,12350.14097748351,12350.14097748351,15997.048950614764,9800.13608596993,12350.14097748351,12350.14097748351,15997.048950614764,Michigan
5,Medical,2491.000000000001,6759.000000000001,6546.0,6854.999999999999,5361.999999999998,6546.0,6854.999999999999,6643.999999999998,5361.999999999998,6546.0,6854.999999999999,6643.999999999998,Michigan
6,Other,4938.999999999999,7366.0,6739.0,9803.999999999995,7366.0,6739.0,9803.999999999995,9484.000000000002,7366.0,6739.0,9803.999999999995,9484.000000000002,Michigan
7,Required annual income after taxes,27839.38588592734,60093.99929032093,80096.14022146253,107955.58488448357,42986.98067891003,51546.34496442288,61153.873135971255,66163.57403080871,42986.98067891003,65937.46621918649,89936.03925738127,109336.64364044939,Michigan
8,Required annual income before taxes,34033.491015498825,73464.31608942413,97917.06055034464,131974.74500366894,52550.98335996417,63015.39851275345,74760.2678111159,80884.35257745256,52550.98335996417,80608.31608942416,109946.06688413808,133663.2962412323,Michigan
9,Transportation,5305.0,9414.000000000002,12238.99999999999,14456.000000000004,9414.000000000002,12238.99999999999,14456.000000000004,15700.000000000005,9414.000000000002,12238.99999999999,14456.000000000004,15700.000000000005,Michigan
0,Annual taxes,7659.658048262918,15051.775786995831,19614.502582040386,26822.878050977546,11956.300041244083,14277.442925398242,16793.128216968358,19417.059331482073,11956.300041244083,16581.826452323377,22786.490866657427,27207.889490525402,Minnesota
1,Child Care,0.0,8800.86574177077,17601.882726356183,26402.74846812696,0.0,8800.86574177077,17601.882726356183,26402.74846812696,0.0,8800.86574177077,17601.882726356183,26402.74846812696,Minnesota
2,Civic,2893.9999999999995,4646.000000000002,5741.000000000002,7495.999999999997,4646.000000000002,5741.000000000002,7495.999999999997,5959.000000000001,4646.000000000002,5741.000000000002,7495.999999999997,5959.000000000001,Minnesota
3,Food,3423.0,5044.000000000002,7577.000000000003,10049.999999999993,6275.0,7809.0,10068.000000000004,12256.999999999998,6275.0,7809.0,10068.000000000004,12256.999999999998,Minnesota
4,Housing,10019.707615847245,14520.752125172108,14520.752125172108,20217.368721734336,11588.854425010632,14520.752125172108,14520.752125172108,20217.368721734336,11588.854425010632,14520.752125172108,14520.752125172108,20217.368721734336,Minnesota
5,Medical,2551.000000000001,7571.999999999997,7359.000000000002,7668.000000000003,6251.999999999999,7359.000000000002,7668.000000000003,7457.000000000003,6251.999999999999,7359.000000000002,7668.000000000003,7457.000000000003,Minnesota
6,Other,4939.0,7365.999999999998,6738.999999999998,9804.000000000004,7365.999999999998,6738.999999999998,9804.000000000004,9484.000000000004,7365.999999999998,6738.999999999998,9804.000000000004,9484.000000000004,Minnesota
7,Required annual income after taxes,29254.92021054421,57486.76425282095,71899.4521629879,96217.4830743597,45665.03872221008,54529.75212517211,64136.89851105019,71196.40095858382,45665.03872221008,63330.6178669429,81738.78123740637,97599.15963086025,Minnesota
8,Required annual income before taxes,36914.59694615391,72538.5361307245,91513.95432681547,123041.02117108699,57621.93602164983,68807.17760369442,80930.03768428657,90613.52468085683,57621.93602164983,79912.48968215815,104525.79939634618,124807.05633385247,Minnesota
9,Transportation,5305.000000000001,9413.999999999998,12239.000000000005,14455.999999999996,9413.999999999998,12239.000000000005,14455.999999999996,15699.999999999996,9413.999999999998,12239.000000000005,14455.999999999996,15699.999999999996,Minnesota
0,Annual taxes,6178.202582807069,11866.750257903162,14461.133546390425,18655.12204967456,9726.395708654627,11931.765902837937,14068.625745351197,15159.561396258647,9726.395708654627,13223.174167371582,16651.374573350102,19033.567349204463,Mississippi
1,Child Care,0.0,5522.987700918724,11045.86540805161,16568.981582329867,0.0,5522.987700918724,11045.86540805161,16568.981582329867,0.0,5522.987700918724,11045.86540805161,16568.981582329867,Mississippi
2,Civic,2503.0,4019.000000000001,4965.0,6482.999999999999,4019.000000000001,4965.0,6482.999999999999,5152.999999999998,4019.000000000001,4965.0,6482.999999999999,5152.999999999998,Mississippi
3,Food,3351.0,4936.999999999999,7417.000000000001,9838.000000000002,6143.0,7645.000000000002,9856.000000000004,11998.999999999998,6143.0,7645.000000000002,9856.000000000004,11998.999999999998,Mississippi
4,Housing,7810.901388646548,10251.459578164644,10251.459578164644,13316.331409901235,8483.526409521995,10251.459578164644,10251.459578164644,13316.331409901235,8483.526409521995,10251.459578164644,10251.459578164644,13316.331409901235,Mississippi
5,Medical,2619.9999999999995,9402.000000000002,9188.999999999996,9499.0,6333.999999999999,9188.999999999996,9499.0,9287.999999999998,6333.999999999999,9188.999999999996,9499.0,9287.999999999998,Mississippi
6,Other,4507.999999999997,6723.000000000002,6149.999999999999,8948.0,6723.000000000002,6149.999999999999,8948.0,8655.0,6723.000000000002,6149.999999999999,8948.0,8655.0,Mississippi
7,Required annual income after taxes,26424.436992548108,50754.70063573598,61851.31628332375,79788.83979732366,41600.25974904569,51033.22528202684,60172.690604637944,64838.1503447042,41600.25974904569,56556.21298294557,71218.55601268954,81407.13192703406,Mississippi
8,Required annual income before taxes,32602.517249495504,62621.640420236756,76312.35103537109,98443.79596415984,51326.77500572269,62964.81063836518,74241.79336216953,79997.71227326548,51326.77500572269,69779.08871936836,87870.12083133082,100440.58283767964,Mississippi
9,Transportation,5509.0,9775.999999999998,12708.999999999996,15011.999999999998,9775.999999999998,12708.999999999996,15011.999999999998,16304.000000000007,9775.999999999998,12708.999999999996,15011.999999999998,16304.000000000007,Mississippi
0,Annual taxes,6530.992923624921,12558.565895453783,15280.041349825922,19901.631127684144,10324.160596644686,12585.436447273782,14890.436447273794,16107.56255996336,10324.160596644686,13960.600278590462,17640.687605481042,20232.947729782667,Missouri
1,Child Care,0.0,5731.676751980657,11463.479694144222,17195.275116948425,0.0,5731.676751980657,11463.479694144222,17195.275116948425,0.0,5731.676751980657,11463.479694144222,17195.275116948425,Missouri
2,Civic,2894.000000000002,4646.000000000001,5741.0,7495.999999999995,4646.000000000001,5741.0,7495.999999999995,5959.000000000001,4646.000000000001,5741.0,7495.999999999995,5959.000000000001,Missouri
3,Food,3422.999999999998,5044.000000000001,7576.999999999997,10050.000000000004,6274.999999999999,7808.999999999997,10068.000000000002,12257.00000000001,6274.999999999999,7808.999999999997,10068.000000000002,12257.00000000001,Missouri
4,Housing,7870.106115939668,10973.354156486022,10973.354156486022,14682.760499720194,8756.610915225187,10973.354156486022,10973.354156486022,14682.760499720194,8756.610915225187,10973.354156486022,10973.354156486022,14682.760499720194,Missouri
5,Medical,2666.0,9045.000000000002,8831.999999999998,9140.999999999996,6449.0,8831.999999999998,9140.999999999996,8930.0,6449.0,8831.999999999998,9140.999999999996,8930.0,Missouri
6,Other,4938.999999999997,7366.000000000002,6739.0,9804.000000000002,7366.000000000002,6739.0,9804.000000000002,9484.000000000002,7366.000000000002,6739.0,9804.000000000002,9484.000000000002,Missouri
7,Required annual income after taxes,27220.740738149056,52343.27590942376,63686.15162245399,82948.83926822388,43030.75031011792,52455.354156486035,62062.59102661895,67134.7225835044,43030.75031011792,58187.03090846665,73526.0707207632,84329.9977004528,Missouri
8,Required annual income before taxes,33751.67665154775,64901.72724659825,78966.29799232502,102850.57579802224,53355.05360032678,65040.81449310396,76952.82999369838,83242.1352603728,53355.05360032678,72147.56195177561,91166.6768198355,104562.89047281149,Missouri
9,Transportation,5305.0,9413.999999999996,12238.999999999993,14455.999999999996,9413.999999999996,12238.999999999993,14455.999999999996,15700.00000000001,9413.999999999996,12238.999999999993,14455.999999999996,15700.00000000001,Missouri
0,Annual taxes,7082.857203034733,14265.679112486163,18119.71420479897,24206.14891345101,11126.042993515704,13511.989022742673,16021.320408383179,17673.736780046078,11126.042993515704,15851.558932625145,20700.22161128611,24692.292162829614,Montana
1,Child Care,0.0,8881.200374576862,17762.529580083836,26643.729954660703,0.0,8881.200374576862,17762.529580083836,26643.729954660703,0.0,8881.200374576862,17762.529580083836,26643.729954660703,Montana
2,Civic,2580.999999999999,4143.999999999999,5120.000000000001,6686.0,4143.999999999999,5120.000000000001,6686.0,5314.000000000002,4143.999999999999,5120.000000000001,6686.0,5314.000000000002,Montana
3,Food,3998.999999999999,5893.0,8853.0,11742.0,7332.000000000001,9124.000000000002,11764.000000000004,14321.0,7332.000000000001,9124.000000000002,11764.000000000004,14321.0,Montana
4,Housing,8286.53420841471,11909.539454806314,11909.539454806314,16358.482488130829,9248.87895716946,11909.539454806314,11909.539454806314,16358.482488130829,9248.87895716946,11909.539454806314,11909.539454806314,16358.482488130829,Montana
5,Medical,2212.0000000000005,7361.999999999999,7148.999999999999,7458.0,5546.000000000001,7148.999999999999,7458.0,7247.0,5546.000000000001,7148.999999999999,7458.0,7247.0,Montana
6,Other,4748.000000000002,7079.999999999998,6477.000000000001,9423.999999999998,7079.999999999998,6477.000000000001,9423.999999999998,9115.000000000002,7079.999999999998,6477.000000000001,9423.999999999998,9115.000000000002,Montana
7,Required annual income after taxes,26887.438865867465,54155.394933683165,68785.05335627461,91890.35942547071,42236.58580579891,51294.204959269424,60819.36255406918,67092.34734924081,42236.58580579891,60175.40533384631,78581.892134153,93736.07730390153,Montana
8,Required annual income before taxes,33970.11757492206,68421.11249328726,86904.71276918815,116096.77070659304,53363.02762749283,64806.199590868746,76840.81845846391,84765.95504454226,53363.02762749283,76026.99146203423,99282.16695565902,118428.12636492126,Montana
9,Transportation,4937.999999999999,8761.999999999998,11391.000000000002,13455.999999999998,8761.999999999998,11391.000000000002,13455.999999999998,14613.000000000002,8761.999999999998,11391.000000000002,13455.999999999998,14613.000000000002,Montana
0,Annual taxes,7001.7577339154,14191.473332035861,17745.7314859372,23418.68425593888,11282.385500347325,13644.357328513364,16165.499484481868,17537.381668388447,11282.385500347325,15725.445334497332,20328.27146234888,23781.047013526433,Nebraska
1,Child Care,0.0,7929.30652622079,15859.03951475744,23788.34604097823,0.0,7929.30652622079,15859.03951475744,23788.34604097823,0.0,7929.30652622079,15859.03951475744,23788.34604097823,Nebraska
2,Civic,2894.0,4645.999999999999,5741.0,7495.999999999999,4645.999999999999,5741.0,7495.999999999999,5959.000000000002,4645.999999999999,5741.0,7495.999999999999,5959.000000000002,Nebraska
3,Food,3422.9999999999995,5044.000000000001,7577.000000000001,10050.000000000004,6274.999999999995,7809.000000000001,10068.0,12256.999999999998,6274.999999999995,7809.000000000001,10068.0,12256.999999999998,Nebraska
4,Housing,7890.989773990139,11383.726120381742,11383.726120381742,15247.274916752336,9002.125150221827,11383.726120381742,11383.726120381742,15247.274916752336,9002.125150221827,11383.726120381742,11383.726120381742,15247.274916752336,Nebraska
5,Medical,2796.000000000001,8163.000000000001,7950.000000000001,8259.999999999996,6157.999999999998,7950.000000000001,8259.999999999996,8048.999999999999,6157.999999999998,7950.000000000001,8259.999999999996,8048.999999999999,Nebraska
6,Other,4939.000000000002,7366.000000000001,6738.999999999998,9803.999999999998,7366.000000000001,6738.999999999998,9803.999999999998,9483.999999999998,7366.000000000001,6738.999999999998,9803.999999999998,9483.999999999998,Nebraska
7,Required annual income after taxes,27371.504107630226,54069.981724894715,67610.76563513918,89224.78107121061,42985.12980944883,51984.449224893426,61591.675198673925,66817.49923498022,42985.12980944883,59913.755751114215,77450.71471343134,90605.84527595842,Nebraska
8,Required annual income before taxes,34373.652112404816,68261.4473965699,85356.45026507639,112643.46004696317,54267.50916778754,65628.66721258912,77757.17352762277,84354.85637496995,54267.50916778754,75639.15194192051,97778.58719980407,114386.87982355001,Nebraska
9,Transportation,5305.000000000002,9414.000000000002,12238.999999999996,14455.999999999996,9414.000000000002,12238.999999999996,14455.999999999996,15700.000000000004,9414.000000000002,12238.999999999996,14455.999999999996,15700.000000000004,Nebraska
0,Annual taxes,4716.892577738086,9645.928544365028,12126.472977027493,16278.234436515473,7338.504066171696,9073.36020575438,10617.394257418,11932.306028063476,7338.504066171696,10621.90914854974,13714.502705759185,16578.014717714406,Nevada
1,Child Care,0.0,9552.592810008327,19104.44512030547,28657.022022078174,0.0,9552.592810008327,19104.44512030547,28657.022022078174,0.0,9552.592810008327,19104.44512030547,28657.022022078174,Nevada
